base_case_id,scenario,battery_enabled,smart_ev_charging_enabled,ev_v2b_enabled,weather_type,PV_install_rate,ev_count,bat_count,price_gap,pv_total_kWh,pv_peak_kW,pv_midday_kWh,pv_to_load_ratio,pv_surplus_before_storage_kWh,pv_surplus_ratio,load_total_kWh,load_peak_kW,load_peak_time,battery_total_capacity_kWh,battery_power_kW,battery_to_load_ratio,storage_to_pv_ratio,ev_total_capacity_kWh,avg_arrival_time,avg_departure_time,avg_parking_hours,avg_initial_soc,avg_target_soc,ev_to_load_ratio,parking_flexibility,ev_peak_available_hours,min_price,max_price,actual_price_spread,price_gap_ratio,pv_only_baseline_cost,scenario_cost,incremental_saving,incremental_saving_rate,incremental_saving_per_EV,incremental_saving_per_battery,grid_import_total_kWh,grid_import_peak_kW,pv_self_consumption_kWh,pv_self_consumption_rate,pv_curtailment_kWh,battery_charge_kWh,battery_discharge_kWh,battery_cycles,ev_charge_kWh,ev_discharge_kWh,ev_unmet_kWh,ev_departure_violation_count,battery_extra_saving,smart_ev_extra_saving,v2b_total_extra_saving,v2b_extra_over_smart_charging,integrated_extra_saving,battery_v2b_interaction_saving,S4_vs_best_single_saving
2,S0_PV_only_unmanaged_EV,False,False,False,1,0.5426960831582485,8,0,0.07818203370596966,688.0027452659542,99.05265228177882,466.8148767743138,0.23770462045701093,0.0,0.0,2894.36,157.9,15,0.0,0,0.0,0.0,540.0,8.25,20.25,12.0,0.28819253795263156,0.9,0.1865697425337553,96.0,34,2.23,2.3863640674119395,0.15636406741193953,1.0701184158797936,5906.71420846015,5906.71420846015,0.0,0.0,0.0,0.0,2554.121496318866,156.67176593809126,688.0027452659542,1.0,0.0,0.0,0.0,0.0,347.76424158482,0.0,0.0,0,-1.8189894035458565e-12,-1.8189894035458565e-12,-1.8189894035458565e-12,0.0,-1.8189894035458565e-12,1.8189894035458565e-12,0.0
2,S1_PV_battery,True,False,False,1,0.5426960831582485,8,0,0.07818203370596966,688.0027452659542,99.05265228177882,466.8148767743138,0.23770462045701093,0.0,0.0,2894.36,157.9,15,0.0,0,0.0,0.0,540.0,8.25,20.25,12.0,0.28819253795263156,0.9,0.1865697425337553,96.0,34,2.23,2.3863640674119395,0.15636406741193953,1.0701184158797936,5906.71420846015,5906.714208460152,-1.8189894035458565e-12,-3.079528379654003e-16,-2.2737367544323206e-13,0.0,2554.121496318866,156.67176593809126,688.0027452659542,1.0,0.0,0.0,0.0,0.0,347.76424158482,0.0,0.0,0,-1.8189894035458565e-12,-1.8189894035458565e-12,-1.8189894035458565e-12,0.0,-1.8189894035458565e-12,1.8189894035458565e-12,0.0
2,S2_PV_smart_EV_charging,False,True,False,1,0.5426960831582485,8,0,0.07818203370596966,688.0027452659542,99.05265228177882,466.8148767743138,0.23770462045701093,0.0,0.0,2894.36,157.9,15,0.0,0,0.0,0.0,540.0,8.25,20.25,12.0,0.28819253795263156,0.9,0.1865697425337553,96.0,34,2.23,2.3863640674119395,0.15636406741193953,1.0701184158797936,5906.71420846015,5906.714208460152,-1.8189894035458565e-12,-3.079528379654003e-16,-2.2737367544323206e-13,0.0,2554.1214963188654,156.67176593809126,688.0027452659542,1.0,0.0,0.0,0.0,0.0,347.76424158482,0.0,0.0,0,-1.8189894035458565e-12,-1.8189894035458565e-12,-1.8189894035458565e-12,0.0,-1.8189894035458565e-12,1.8189894035458565e-12,0.0
2,S3_PV_V2B,False,True,True,1,0.5426960831582485,8,0,0.07818203370596966,688.0027452659542,99.05265228177882,466.8148767743138,0.23770462045701093,0.0,0.0,2894.36,157.9,15,0.0,0,0.0,0.0,540.0,8.25,20.25,12.0,0.28819253795263156,0.9,0.1865697425337553,96.0,34,2.23,2.3863640674119395,0.15636406741193953,1.0701184158797936,5906.71420846015,5906.714208460152,-1.8189894035458565e-12,-3.079528379654003e-16,-2.2737367544323206e-13,0.0,2554.1214963188654,156.67176593809126,688.0027452659542,1.0,0.0,0.0,0.0,0.0,347.7642415848192,0.0,0.0,0,-1.8189894035458565e-12,-1.8189894035458565e-12,-1.8189894035458565e-12,0.0,-1.8189894035458565e-12,1.8189894035458565e-12,0.0
2,S4_PV_battery_V2B,True,True,True,1,0.5426960831582485,8,0,0.07818203370596966,688.0027452659542,99.05265228177882,466.8148767743138,0.23770462045701093,0.0,0.0,2894.36,157.9,15,0.0,0,0.0,0.0,540.0,8.25,20.25,12.0,0.28819253795263156,0.9,0.1865697425337553,96.0,34,2.23,2.3863640674119395,0.15636406741193953,1.0701184158797936,5906.71420846015,5906.714208460152,-1.8189894035458565e-12,-3.079528379654003e-16,-2.2737367544323206e-13,0.0,2554.1214963188654,156.67176593809126,688.0027452659542,1.0,0.0,0.0,0.0,0.0,347.7642415848192,0.0,0.0,0,-1.8189894035458565e-12,-1.8189894035458565e-12,-1.8189894035458565e-12,0.0,-1.8189894035458565e-12,1.8189894035458565e-12,0.0
3,S0_PV_only_unmanaged_EV,False,False,False,0,0.770967179954561,6,10,2.6136641469099704,233.42217471557814,37.87033496419856,131.0657526065765,0.08064725007102715,0.0,0.0,2894.36,157.9,15,135.0,50,0.046642435633438825,0.5783512220486152,405.0,8.0,19.0,11.0,0.244958721920699,0.9,0.13992730690031646,66.0,18,2.23,7.457328293819941,5.227328293819941,3.344093405300422,14597.91891142142,14597.91891142142,0.0,0.0,0.0,0.0,2940.1922648866503,170.267312948656,233.42217471557814,1.0,0.0,0.0,0.0,0.0,279.2544396022284,0.0,0.0,0,447.6553317882117,1.8189894035458565e-12,56.6787414806804,56.67874148067858,504.3340732688939,1.8189894035458565e-12,56.67874148068222
3,S1_PV_battery,True,False,False,0,0.770967179954561,6,10,2.6136641469099704,233.42217471557814,37.87033496419856,131.0657526065765,0.08064725007102715,0.0,0.0,2894.36,157.9,15,135.0,50,0.046642435633438825,0.5783512220486152,405.0,8.0,19.0,11.0,0.244958721920699,0.9,0.13992730690031646,66.0,18,2.23,7.457328293819941,5.227328293819941,3.344093405300422,14597.91891142142,14150.263579633209,447.6553317882117,0.03066569519289259,74.60922196470194,44.76553317882117,2949.8909490971764,207.10825751579293,233.42217471557814,1.0,0.0,99.47368421052633,89.775,0.665,279.2544396022284,0.0,0.0,0,447.6553317882117,1.8189894035458565e-12,56.6787414806804,56.67874148067858,504.3340732688939,1.8189894035458565e-12,56.67874148068222
3,S2_PV_smart_EV_charging,False,True,False,0,0.770967179954561,6,10,2.6136641469099704,233.42217471557814,37.87033496419856,131.0657526065765,0.08064725007102715,0.0,0.0,2894.36,157.9,15,135.0,50,0.046642435633438825,0.5783512220486152,405.0,8.0,19.0,11.0,0.244958721920699,0.9,0.13992730690031646,66.0,18,2.23,7.457328293819941,5.227328293819941,3.344093405300422,14597.91891142142,14597.918911421419,1.8189894035458565e-12,1.2460607670060956e-16,3.0316490059097606e-13,1.8189894035458566e-13,2940.1922648866503,171.41315747746282,233.42217471557814,1.0,0.0,0.0,0.0,0.0,279.25443960222833,0.0,0.0,0,447.6553317882117,1.8189894035458565e-12,56.6787414806804,56.67874148067858,504.3340732688939,1.8189894035458565e-12,56.67874148068222
3,S3_PV_V2B,False,True,True,0,0.770967179954561,6,10,2.6136641469099704,233.42217471557814,37.87033496419856,131.0657526065765,0.08064725007102715,0.0,0.0,2894.36,157.9,15,135.0,50,0.046642435633438825,0.5783512220486152,405.0,8.0,19.0,11.0,0.244958721920699,0.9,0.13992730690031646,66.0,18,2.23,7.457328293819941,5.227328293819941,3.344093405300422,14597.91891142142,14541.24016994074,56.6787414806804,0.0038826590163023116,9.446456913446733,5.66787414806804,2943.1214770059523,177.62606573404184,233.42217471557814,1.0,0.0,0.0,0.0,0.0,309.2976408258393,27.113989104308946,0.0,0,447.6553317882117,1.8189894035458565e-12,56.6787414806804,56.67874148067858,504.3340732688939,1.8189894035458565e-12,56.67874148068222
3,S4_PV_battery_V2B,True,True,True,0,0.770967179954561,6,10,2.6136641469099704,233.42217471557814,37.87033496419856,131.0657526065765,0.08064725007102715,0.0,0.0,2894.36,157.9,15,135.0,50,0.046642435633438825,0.5783512220486152,405.0,8.0,19.0,11.0,0.244958721920699,0.9,0.13992730690031646,66.0,18,2.23,7.457328293819941,5.227328293819941,3.344093405300422,14597.91891142142,14093.584838152527,504.3340732688939,0.034548354209195026,84.05567887814898,50.433407326889395,2952.820161216479,177.62606573404184,233.42217471557814,1.0,0.0,99.47368421052632,89.775,0.665,309.2976408258393,27.113989104308946,0.0,0,447.6553317882117,1.8189894035458565e-12,56.6787414806804,56.67874148067858,504.3340732688939,1.8189894035458565e-12,56.67874148068222
4,S0_PV_only_unmanaged_EV,False,False,False,1,0.45653457048291024,3,10,1.62172510502637,578.7715215727212,83.3264905865714,392.70069542965496,0.19996528475128222,0.0,0.0,2894.36,157.9,15,135.0,50,0.046642435633438825,0.23325266528864202,202.5,8.333333333333334,17.666666666666668,9.333333333333334,0.182200596763514,0.9,0.06996365345015823,28.0,5,2.23,5.473450210052739,3.2434502100527394,2.4544619776021253,9784.93763967794,9784.93763967794,0.0,0.0,0.0,0.0,2468.59308806453,156.72864121252897,578.7715215727212,1.0,0.0,0.0,0.0,0.0,153.00460963725098,0.0,0.0,0,269.55267681800797,-1.8189894035458565e-12,13.413351417513695,13.413351417515514,282.96602823552166,0.0,13.413351417513695
4,S1_PV_battery,True,False,False,1,0.45653457048291024,3,10,1.62172510502637,578.7715215727212,83.3264905865714,392.70069542965496,0.19996528475128222,0.0,0.0,2894.36,157.9,15,135.0,50,0.046642435633438825,0.23325266528864202,202.5,8.333333333333334,17.666666666666668,9.333333333333334,0.182200596763514,0.9,0.06996365345015823,28.0,5,2.23,5.473450210052739,3.2434502100527394,2.4544619776021253,9784.93763967794,9515.384962859933,269.55267681800797,0.027547715350271763,89.85089227266933,26.955267681800798,2478.2917722750562,173.90819832278143,578.7715215727212,1.0,0.0,99.47368421052633,89.775,0.665,153.00460963725098,0.0,0.0,0,269.55267681800797,-1.8189894035458565e-12,13.413351417513695,13.413351417515514,282.96602823552166,0.0,13.413351417513695
4,S2_PV_smart_EV_charging,False,True,False,1,0.45653457048291024,3,10,1.62172510502637,578.7715215727212,83.3264905865714,392.70069542965496,0.19996528475128222,0.0,0.0,2894.36,157.9,15,135.0,50,0.046642435633438825,0.23325266528864202,202.5,8.333333333333334,17.666666666666668,9.333333333333334,0.182200596763514,0.9,0.06996365345015823,28.0,5,2.23,5.473450210052739,3.2434502100527394,2.4544619776021253,9784.93763967794,9784.937639677943,-1.8189894035458565e-12,-1.8589688258920027e-16,-6.063298011819521e-13,-1.8189894035458566e-13,2468.5930880645296,156.72864121252897,578.7715215727212,1.0,0.0,0.0,0.0,0.0,153.00460963725095,0.0,0.0,0,269.55267681800797,-1.8189894035458565e-12,13.413351417513695,13.413351417515514,282.96602823552166,0.0,13.413351417513695
